,tipo_prop,barrio,pais,lat,lon,precio_usd,piso,ambientes,sup_total,sup_cubierta,precio_x_m2_usd,subtes,bicis,comisarias,balcon,garage,lavadero,luminoso,subte_linea_d,parrilla,subte_linea_b,aire_acondicionado,piscina,subte_linea_a,terraza,placard,toilette,suite,subte_linea_h,sum,amenities,subte_linea_e,baulera,gimnasio,patio,lujoso,subte_linea_c,dependencias,vestidor,estrenar,villa_urquiza,apto_credito_hipotecario,barrio_norte,jardin,villa_crespo,hidromasaje,san_telmo,vista,sauna,losa_radiante,capital_federal,impecable,interwin,doble_circulacion
28611,apartment,Colegiales,Argentina,-34.571921,-58.445482,92000.0,2.0,2.0,45.9240514876233,40.0,2003.3075702128401,1,0,740.6007210664825,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
28635,apartment,Villa Crespo,Argentina,-34.602139,-58.434286,450000.0,6.0,5.0,206.91638949131857,184.0,2174.7914754663757,1,2,816.8914537743598,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28687,house,Belgrano,Argentina,-34.568252,-58.46749300000001,1300000.0,31.0,7.0,610.6254152661184,520.0,2128.964775292629,0,0,1070.550720645211,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28701,apartment,Colegiales,Argentina,-34.574388299999995,-58.44872779999999,120000.0,,1.0,33.0,30.0,3636.3636363636365,0,0,1091.2932124234867,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28728,apartment,Villa Pueyrredón,Argentina,-34.5807783,-58.5058262,98000.0,2.0,3.0,56.0,56.0,1750.0,0,0,1223.7410410675275,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28747,apartment,Chacarita,Argentina,-34.5924527,-58.44647979999999,390000.0,2.0,3.0,120.0,80.0,3250.0,1,2,573.5514496473584,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
28748,apartment,Palermo,Argentina,-34.5792865,-58.42901,170000.0,2.0,3.0,60.0,60.0,2833.3333333333335,1,2,1288.0525848111279,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28749,apartment,Caballito,Argentina,-34.6233527,-58.43610579999999,125000.0,2.0,3.0,51.0,51.0,2450.9803921568628,0,0,1372.766015368301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28750,house,Liniers,Argentina,-34.6438877,-58.51724920000001,230000.0,3.0,4.0,302.0,205.0,761.5894039735099,0,0,1418.4701214979675,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28753,apartment,Almagro,Argentina,-34.6101577,-58.4059353,73900.0,,1.0,32.0,32.0,2309.375,2,5,800.1130054607339,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28755,apartment,Palermo,Argentina,-34.585267200000004,-58.41253199999999,160000.0,2.0,3.0,54.0,50.0,2962.962962962963,2,3,461.0145273701497,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28757,apartment,Caballito,Argentina,-34.6209278,-58.44587360000001,115000.0,2.0,3.0,64.0,60.0,1796.875,1,0,694.5026095716881,0,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28758,apartment,Villa Devoto,Argentina,-34.6006877,-58.5143934,85000.0,8.0,2.0,37.0,35.0,2297.2972972972975,0,0,295.79937738656247,1,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28761,apartment,Liniers,Argentina,-34.6403148,-58.5195813,160000.0,,3.0,71.0,71.0,2253.521126760563,0,0,1294.7074070635992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28763,apartment,Villa del Parque,Argentina,-34.6174235,-58.47393440000001,140000.0,1.0,2.0,47.0,43.0,2978.723404255319,0,0,707.433621819369,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28765,apartment,Palermo,Argentina,-34.573615999999994,-58.43252560000001,138000.0,,2.0,37.0,34.0,3729.7297297297296,1,1,714.5674844850735,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28766,apartment,Retiro,Argentina,-34.5896061,-58.3802473,165000.0,,2.0,100.0,100.0,1650.0,0,1,559.1390470912356,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28767,apartment,Villa General Mitre,Argentina,-34.610853799999994,-58.4715637,100000.0,,2.0,55.0,50.0,1818.1818181818182,0,0,161.1862652663475,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28768,apartment,Belgrano,Argentina,-34.5592713,-58.4673589,215000.0,2.0,4.0,86.0,79.0,2500.0,0,0,984.1062681182702,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
28769,apartment,Parque Patricios,Argentina,-34.6100814,-58.4004503,105000.0,2.0,4.0,67.0,61.0,1567.1641791044776,2,2,858.9134443790425,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28770,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,375000.0,3.0,4.0,180.0,120.0,2083.3333333333335,0,1,1551.2296369320516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28772,apartment,Flores,Argentina,-34.6307374,-58.460108,275000.0,5.0,4.0,107.0,107.0,2570.0934579439254,1,0,206.60731706483875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28775,apartment,Villa Devoto,Argentina,-34.592201,-58.49882710000001,120000.0,,2.0,46.0,38.0,2608.695652173913,0,0,282.6194544473944,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28776,apartment,Palermo,Argentina,-34.5860075,-58.44034839999999,270000.0,,4.0,160.0,120.0,1687.5,0,1,1303.4331103245345,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28781,apartment,Constitución,Argentina,-34.6259809,-58.3828735,37500.0,1.0,1.0,19.0,19.0,1973.6842105263158,2,2,476.6280223079902,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28782,apartment,Constitución,Argentina,-34.626208899999995,-58.38416700000001,39000.0,,1.0,26.0,26.0,1500.0,2,1,424.11999344957746,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28785,apartment,Flores,Argentina,-34.6300229,-58.45376360000001,225000.0,2.0,3.0,68.0,68.0,3308.823529411765,1,0,508.57896257975773,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28788,apartment,Balvanera,Argentina,-34.6101223,-58.4059406,149000.0,8.0,4.0,102.0,101.0,1460.7843137254902,2,5,796.4849866741396,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28789,apartment,San Nicolás,Argentina,-34.6045547,-58.3802473,268000.0,,7.0,116.0,95.0,2310.344827586207,6,10,831.0255085485605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28795,apartment,Barrio Norte,Argentina,-34.5955674,-58.3842944,360000.0,,5.0,130.0,130.0,2769.230769230769,0,3,468.29991287985683,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28804,apartment,Retiro,Argentina,-34.5896061,-58.3802473,445000.0,,2.0,120.0,120.0,3708.3333333333335,0,1,559.1390470912356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28805,apartment,Villa Crespo,Argentina,-34.5867337,-58.4291468,150000.0,2.0,3.0,64.0,64.0,2343.75,0,3,1471.5430989416816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28808,apartment,Balvanera,Argentina,-34.6101223,-58.4059406,47500.0,,1.0,17.0,17.0,2794.1176470588234,2,5,796.4849866741396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28809,apartment,Monserrat,Argentina,-34.6167126,-58.3890586,260000.0,2.0,6.0,475.0,450.0,547.3684210526316,0,1,678.4821962691152,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28810,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,120000.0,2.0,2.0,42.0,42.0,2857.1428571428573,0,1,1551.2296369320516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28815,apartment,San Nicolás,Argentina,-34.6045547,-58.3802473,236000.0,2.0,3.0,76.0,69.0,3105.2631578947367,6,10,831.0255085485605,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28818,apartment,Balvanera,Argentina,-34.6101223,-58.4059406,148000.0,2.0,3.0,54.0,46.0,2740.740740740741,2,5,796.4849866741396,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28820,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,95000.0,,2.0,32.0,32.0,2968.75,0,1,1551.2296369320516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28825,apartment,Monte Castro,Argentina,-34.620674,-58.5058262,199900.0,,3.0,170.0,120.0,1175.8823529411766,0,0,2143.087827818292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28826,apartment,Velez Sarsfield,Argentina,-34.630702,-58.49297650000001,52000.0,,1.0,24.0,24.0,2166.6666666666665,0,0,1042.3182158588943,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28829,apartment,Paternal,Argentina,-34.5958969,-58.4715637,135000.0,2.0,3.0,45.0,42.0,3000.0,0,0,1697.2220385590917,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28830,apartment,Parque Avellaneda,Argentina,-34.647382,-58.4772734,115000.0,2.0,3.0,63.0,59.0,1825.3968253968253,0,0,665.2606703272985,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28833,apartment,Chacarita,Argentina,-34.585998499999995,-58.45443630000001,298000.0,,2.0,70.0,70.0,4257.142857142857,1,1,606.2386565921488,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28834,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,88000.0,,1.0,24.0,24.0,3666.6666666666665,0,1,1551.2296369320516,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28835,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,85000.0,,1.0,22.0,22.0,3863.6363636363635,0,1,1551.2296369320516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28836,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,449000.0,2.0,3.0,83.0,80.0,5409.638554216867,0,1,1551.2296369320516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28837,apartment,Caballito,Argentina,-34.6209278,-58.44587360000001,205000.0,6.0,4.0,104.0,94.0,1971.1538461538462,1,0,694.5026095716881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28838,apartment,Almagro,Argentina,-34.6110583,-58.4201892,93000.0,1.0,2.0,30.0,30.0,3100.0,1,1,897.617817251537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28841,apartment,Flores,Argentina,-34.637483700000004,-58.46014520000001,390000.0,2.0,5.0,156.0,146.0,2500.0,1,0,757.7720740727545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28842,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,134900.0,,1.0,45.0,40.0,2997.777777777778,0,1,1551.2296369320516,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28850,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,110000.0,,2.0,45.0,42.0,2444.4444444444443,0,1,1551.2296369320516,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28853,apartment,Floresta,Argentina,-34.6282465,-58.48441089999999,82000.0,,2.0,38.0,38.0,2157.8947368421054,0,0,93.69235977198731,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28867,apartment,Coghlan,Argentina,-34.560968100000004,-58.4758459,174500.0,3.0,4.0,72.0,68.0,2423.6111111111113,0,0,874.4634601415322,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28882,PH,Villa Crespo,Argentina,-34.5580305,-58.4170088,130000.0,1.0,3.0,54.0,54.0,2407.4074074074074,0,0,2606.2156790507665,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28884,PH,Chacarita,Argentina,-34.5866823581,-58.4500420466,130000.0,1.0,3.0,54.0,54.0,2407.4074074074074,0,1,435.3627961620828,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28885,PH,Villa Crespo,Argentina,-34.586611696300004,-58.4501278773,130000.0,1.0,3.0,54.0,54.0,2407.4074074074074,0,1,440.1001513067938,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28886,PH,Colegiales,Argentina,-34.5867265216,-58.4501278773,130000.0,1.0,3.0,54.0,54.0,2407.4074074074074,0,1,427.8719037147584,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28889,apartment,San Cristobal,Argentina,-34.6140003601,-58.3931070549,175000.0,2.0,4.0,96.0,90.0,1822.9166666666667,0,4,988.3877162517128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28911,store,Recoleta,Argentina,-34.5883255,-58.38988495,780000.0,,,73.0,73.0,10684.931506849314,0,3,415.6658417917216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28912,apartment,Palermo,Argentina,-34.583887773600004,-58.422159343400004,180000.0,,3.0,83.0,83.0,2168.6746987951806,1,3,812.7834549471256,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28917,apartment,Villa Urquiza,Argentina,-34.5766188,-58.47323670000001,125000.0,2.0,1.0,45.0,40.0,2777.777777777778,0,0,483.1589540310656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28918,house,Palermo,Argentina,-34.5944690435,-58.425141959799994,1050000.0,,,471.13737431754134,395.0,2228.649343561336,0,1,1267.0363657236458,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28922,apartment,Villa Urquiza,Argentina,-34.5733378,-58.48470079999999,160000.0,,3.0,60.0,55.0,2666.6666666666665,1,0,840.4805785879227,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28923,apartment,Recoleta,Argentina,-34.5948196,-58.3931911,549900.0,24.0,4.0,143.0,129.0,3845.4545454545455,0,2,419.08984927259206,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28925,apartment,Palermo Soho,Argentina,-34.58856,-58.430530000000005,380000.0,2.0,3.0,89.0,82.0,4269.662921348315,0,1,1623.5023207436284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28926,apartment,Tribunales,Argentina,-34.60186229999999,-58.385343000000006,249000.0,,6.0,137.0,137.0,1817.5182481751824,2,6,394.4631684572743,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28927,apartment,Palermo Hollywood,Argentina,-34.5842942,-58.4364688,380000.0,2.0,3.0,89.0,82.0,4269.662921348315,0,2,1250.2625786866204,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28928,apartment,Palermo,Argentina,-34.5851584,-58.4235735,380000.0,2.0,3.0,89.0,82.0,4269.662921348315,1,3,895.5178819699076,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28929,apartment,Villa Crespo,Argentina,-34.5979001,-58.4487061,128000.0,4.0,2.0,56.0,48.0,2285.714285714286,0,0,860.5866456499137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28930,apartment,Palermo,Argentina,-34.5909532,-58.4172524,295000.0,,4.0,100.0,100.0,2950.0,0,3,386.6144770378165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28931,apartment,Barrio Norte,Argentina,-34.5836107,-58.4036723,420000.0,3.0,4.0,147.0,133.0,2857.1428571428573,0,3,1138.5631120201124,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28932,apartment,Villa Ortuzar,Argentina,-34.5793006,-58.4658543,125000.0,2.0,1.0,45.0,40.0,2777.777777777778,0,0,1301.9819329687366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28933,apartment,Balvanera,Argentina,-34.602275899999995,-58.3968919,149000.0,2.0,3.0,130.0,120.0,1146.1538461538462,2,3,265.635915465753,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28934,apartment,Villa Ortuzar,Argentina,-34.5793006,-58.4658543,125000.0,2.0,1.0,45.0,40.0,2777.777777777778,0,0,1301.9819329687366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28935,PH,Villa Crespo,Argentina,-34.6025555,-58.4553833,230000.0,16.0,7.0,227.0,103.0,1013.215859030837,0,0,1423.7124470007286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28936,house,Villa Crespo,Argentina,-34.6025555,-58.4553833,230000.0,1.0,7.0,227.0,103.0,1013.215859030837,0,0,1423.7124470007286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28937,apartment,Belgrano,Argentina,-34.6137834,-58.3912327,198000.0,,3.0,79.0,76.0,2506.3291139240505,0,4,978.6487493964321,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28938,apartment,Caballito,Argentina,-34.6060664,-58.45737929999999,77000.0,,1.0,30.0,27.0,2566.6666666666665,0,0,1387.838682477628,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28939,apartment,Recoleta,Argentina,-34.5895459,-58.39736360000001,265000.0,3.0,4.0,120.0,110.0,2208.3333333333335,1,4,582.9527669869556,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28940,apartment,Puerto Madero,Argentina,-34.6177194,-58.3620561,2287070.810741635,,3.0,220.0,200.0,10395.776412461977,0,3,759.1444260038585,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28946,apartment,Almagro,Argentina,-34.6040914,-58.41175260000001,160000.0,1.0,3.0,72.0,69.0,2222.222222222222,1,5,424.1388932277345,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28952,apartment,Barracas,Argentina,-34.6299482,-58.3708133,162000.0,,3.0,91.0,90.0,1780.2197802197802,0,3,984.6540241914242,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28955,apartment,Colegiales,Argentina,-34.574388299999995,-58.44872779999999,160000.0,2.0,4.0,78.0,78.0,2051.2820512820513,0,0,1091.2932124234867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28959,PH,Floresta,Argentina,-34.6453325,-58.4697752,73000.0,1.0,2.0,53.0,45.0,1377.3584905660377,0,0,845.5820399421096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28960,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,500000.0,5.0,3.0,102.0,94.0,4901.9607843137255,0,1,1551.2296369320516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28977,PH,Flores,Argentina,-34.6330485558,-58.4723406148,82000.0,,3.0,50.0,50.0,1640.0,1,0,1033.910150462612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28978,apartment,Flores,Argentina,-34.633066211300005,-58.4724479032,82000.0,,3.0,50.0,50.0,1640.0,1,0,1027.078599012897,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28979,apartment,Flores,Argentina,-34.6366352,-58.471312,62000.0,,,,,inf,0,0,773.4133403671646,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28981,apartment,Recoleta,Argentina,-34.5903411333,-58.3945168889,76000.0,,,,,inf,1,4,255.33929783162208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
