,tipo_prop,barrio,pais,lat,lon,precio_usd,piso,ambientes,sup_total,sup_cubierta,precio_x_m2_usd,subtes,bicis,comisarias,balcon,garage,lavadero,luminoso,subte_linea_d,parrilla,subte_linea_b,aire_acondicionado,piscina,subte_linea_a,terraza,placard,toilette,suite,subte_linea_h,sum,amenities,subte_linea_e,baulera,gimnasio,patio,lujoso,subte_linea_c,dependencias,vestidor,estrenar,villa_urquiza,apto_credito_hipotecario,barrio_norte,jardin,villa_crespo,hidromasaje,san_telmo,vista,sauna,losa_radiante,capital_federal,impecable,interwin,doble_circulacion
2572,apartment,Coghlan,Argentina,-34.5660183,-58.4796928,145000.0,2.0,3.0,91.0,66.0,1593.4065934065934,0,0,329.02411136561716,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2573,apartment,Constitución,Argentina,-34.6201657,-58.3886668,73000.0,,1.0,35.0,32.0,2085.714285714286,2,0,354.4308589564261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2576,apartment,Palermo,Argentina,-34.58856,-58.430530000000005,1480000.0,5.0,6.0,337.7690495476821,299.0,4381.692170972793,0,1,1623.5023207436284,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2599,apartment,Palermo,Argentina,-34.58643060000001,-58.421916,218000.0,,2.0,78.0,66.0,2794.871794871795,0,3,680.262356776439,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2612,apartment,Palermo,Argentina,-34.5824658,-58.4148007,720000.0,,3.0,138.0,120.0,5217.391304347826,1,2,183.5453155279058,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2647,apartment,Villa Crespo,Argentina,-34.5975395,-58.4452921,212500.0,1.0,4.0,79.0,72.0,2689.8734177215188,0,1,507.1830512230414,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2679,apartment,San Cristobal,Argentina,-34.6157122286,-58.404483548,195000.0,13.0,3.0,192.0,111.0,1015.625,1,3,552.9161963849945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2684,apartment,Villa Crespo,Argentina,-34.5974476,-58.4391729,107500.0,8.0,3.0,43.0,40.0,2500.0,1,2,297.0454506007981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685,apartment,Villa Crespo,Argentina,-34.5974476,-58.4391729,107500.0,8.0,3.0,43.0,40.0,2500.0,1,2,297.0454506007981,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2686,apartment,Almagro,Argentina,-34.6098691,-58.4228052,170000.0,7.0,3.0,90.0,66.0,1888.888888888889,1,3,1005.8209659228171,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,apartment,Recoleta,Argentina,-34.5888723,-58.40025279999999,820000.0,3.0,,175.0,140.0,4685.714285714285,1,5,911.6025315950267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2707,store,Balvanera,Argentina,-34.5980164,-58.4116537,460000.0,,,,,2297.2782585452796,0,4,700.7543538176926,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2723,store,San Cristobal,Argentina,-34.6252002,-58.41432629999999,260000.0,2.0,,150.0,150.0,1733.3333333333333,1,2,1063.3459756659722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2760,apartment,Villa Crespo,Argentina,-34.5921417,-58.4391006,122000.0,,3.0,66.0,62.0,1848.4848484848485,0,1,826.7159831063387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2763,apartment,San Telmo,Argentina,-34.620622600000004,-58.36843270000001,210000.0,3.0,3.0,88.0,84.0,2386.3636363636365,0,1,635.4500875517904,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2822,apartment,Almagro,Argentina,-34.6050084,-58.4289495,49000.0,,1.0,38.0,19.0,1289.4736842105262,1,2,1251.4261306862904,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2835,store,Almagro,Argentina,-34.6008919,-58.4109539,195000.0,,,75.0,75.0,2600.0,1,3,644.4983186506328,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2841,house,Villa Luro,Argentina,-34.639912,-58.496221,319000.0,7.0,5.0,213.89963323894656,155.0,1491.353655775773,0,0,984.092395546799,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842,apartment,Caballito,Argentina,-34.618287,-58.436502,169500.0,4.0,4.0,102.08438162366322,90.0,1660.3911127645974,1,0,1085.551993750859,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2843,apartment,Palermo,Argentina,-34.58856,-58.430530000000005,179212.5480537267,,2.0,55.0,50.0,3258.4099646132127,0,1,1623.5023207436284,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2844,apartment,Palermo,Argentina,-34.577261,-58.432348,245000.0,2.0,4.0,98.28062645701786,87.0,2492.861602862783,1,3,854.6620937949165,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2845,store,Villa Urquiza,Argentina,-34.566408,-58.479774,143878.85,24.0,4.0,22.059983974032573,20.0,6522.164756300995,0,0,336.04562800481307,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2846,apartment,Villa Urquiza,Argentina,-34.56633,-58.479707,285000.0,113.0,4.0,134.63445267141796,115.0,2116.8430096830907,0,0,339.37032541568743,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2847,apartment,Villa Urquiza,Argentina,-34.56633,-58.479707,175000.0,106.0,4.0,76.09773411862754,65.0,2299.6742547839244,0,0,339.37032541568743,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2848,apartment,Villa Crespo,Argentina,-34.594774,-58.44468000000001,64900.0,40.0,1.0,28.11363987653785,25.0,2308.4879896381576,1,1,643.4195151377096,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2854,house,Villa Devoto,Argentina,-34.6034613334,-58.5169364455,880000.0,3.0,4.0,450.0,330.0,1955.5555555555557,0,0,590.0647279333289,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855,store,Once,Argentina,-34.6105749,-58.40900870000001,155000.0,,,,,5207.010059874088,2,4,720.2085934801069,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2856,store,Once,Argentina,-34.6105749,-58.40900870000001,138000.0,,,,,5207.010059874088,2,4,720.2085934801069,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2857,house,Capital Federal,Argentina,-34.6,-58.45,855000.0,,,2200.0,440.0,388.6363636363636,0,0,992.512079454785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2858,house,Capital Federal,Argentina,-34.6,-58.45,1100000.0,5.0,,1800.0,650.0,611.1111111111111,0,0,992.512079454785,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2882,apartment,Palermo Soho,Argentina,-34.58856,-58.430530000000005,104000.0,,1.0,31.0,28.0,3354.8387096774195,0,1,1623.5023207436284,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2901,apartment,Palermo,Argentina,-34.586692,-58.4022338,89000.0,,1.0,32.0,30.0,2781.25,0,3,959.2375363800301,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2902,apartment,Nuñez,Argentina,-34.5513422,-58.4675914,179500.0,,2.0,80.0,50.0,2243.75,0,0,473.4042222197669,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2903,apartment,Centro / Microcentro,Argentina,-34.607924,-58.37481500000001,670000.0,,6.0,300.0,287.0,2233.3333333333335,5,8,690.3452402934054,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2904,apartment,Monte Castro,Argentina,-34.620674,-58.5058262,108000.0,8.0,2.0,49.0,44.0,2204.081632653061,0,0,2143.087827818292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2910,apartment,Recoleta,Argentina,-34.5880267122,-58.39015382220001,880000.0,2.0,6.0,329.0,265.0,2674.772036474164,0,2,423.1778947913057,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975,apartment,San Cristobal,Argentina,-34.6036844,-58.3815591,59900.0,1.0,3.0,62.0,62.0,966.1290322580645,5,8,837.0913542095838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,apartment,Barrio Norte,Argentina,-34.5961775097,-58.4000293079,97000.0,3.0,2.0,40.0,40.0,2425.0,4,3,778.2804758640447,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2995,apartment,Villa Urquiza,Argentina,-34.570884,-58.4886936,215000.0,3.0,4.0,100.0,90.0,2150.0,1,0,879.5328525205642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3067,house,Capital Federal,Argentina,-34.6,-58.45,410000.0,,,786.0,194.0,521.6284987277354,0,0,992.512079454785,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3339,PH,Parque Patricios,Argentina,-34.6303044,-58.4043683,275000.0,,5.0,190.0,190.0,1447.3684210526317,1,2,490.85146442149687,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,apartment,Palermo,Argentina,-34.5829848,-58.420864,176900.0,0.0,2.0,51.0,44.0,3468.627450980392,1,2,760.2309777068265,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,apartment,Congreso,Argentina,-34.6225177295,-58.391361555,82000.0,,1.0,34.0,31.0,2411.764705882353,1,1,68.46056442136647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,apartment,Belgrano,Argentina,-34.5630286278,-58.4398391505,230000.0,,4.0,73.0,68.0,3150.6849315068494,0,0,1024.8007764001788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3716,apartment,Floresta,Argentina,-34.62384,-58.4885007,55000.0,,1.0,,,1863.2274522524426,0,0,760.6344526862215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3722,apartment,Caballito,Argentina,-34.628822,-58.453314,102000.0,69.0,2.0,46.50510718411324,41.0,2193.3074919316505,1,0,596.100291227605,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3737,house,Capital Federal,Argentina,-34.6,-58.45,790000.0,,,1200.0,320.0,658.3333333333334,0,0,992.512079454785,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3738,apartment,Villa Urquiza,Argentina,-34.5690487189,-58.484209659099996,124000.0,2.0,2.0,59.0,45.0,2101.6949152542375,0,0,471.910945750781,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3741,house,Capital Federal,Argentina,-34.6,-58.45,1000000.0,4.0,,1211.0,568.6762651532689,825.7638315441784,0,0,992.512079454785,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3761,PH,Caballito,Argentina,-34.609771200000004,-58.44658570000001,215000.0,0.0,3.0,120.0,107.0,1791.6666666666667,0,0,791.2603019868874,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3799,store,Villa Lugano,Argentina,-34.670624,-58.4801284,48000.0,,,,,2172.318591468208,0,0,1099.9538539364603,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3801,PH,Villa Crespo,Argentina,-34.6006136,-58.4437998,259000.0,,,181.0,102.0,1430.9392265193371,1,1,333.84783018298174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3807,apartment,Villa Crespo,Argentina,-34.602005,-58.43589300000001,119000.0,7.0,3.0,73.09546367899841,65.0,1628.0080050192055,0,3,648.7172046117039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3808,apartment,Barrio Norte,Argentina,-34.578458000000005,-58.405337,72000.0,77.0,1.0,22.085121382757013,20.0,3260.1133927302794,0,3,975.0332097220524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,apartment,Recoleta,Argentina,-34.594747,-58.38378,120000.0,69.0,1.0,41.975134216187804,38.0,2858.835409124713,0,4,399.98679377316756,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3841,house,Almagro,Argentina,-34.6173075,-58.4171955,305000.0,0.0,5.0,210.0,180.0,1452.3809523809523,0,1,879.0972140623683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3845,apartment,Balvanera,Argentina,-34.6129802,-58.4069319,68000.0,1.0,2.0,37.0,37.0,1837.837837837838,3,4,522.2566313924823,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3865,apartment,Constitución,Argentina,-34.6196263575,-58.3820041883,105600.0,,1.0,54.0,49.0,1955.5555555555557,4,3,468.53590523737006,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,apartment,Constitución,Argentina,-34.6197323079,-58.38217584970001,103400.0,,1.0,54.0,49.0,1914.8148148148148,4,3,490.8742227550067,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,apartment,Constitución,Argentina,-34.6197323079,-58.382347511099994,90000.0,,1.0,47.0,41.0,1914.8936170212767,4,3,487.1324214696306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3868,apartment,Constitución,Argentina,-34.6197323079,-58.3823045957,90000.0,,1.0,47.0,41.0,1914.8936170212767,4,3,490.6816526616175,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3884,apartment,Constitución,Argentina,-34.6196263575,-58.3823045957,96000.0,,1.0,47.0,41.0,2042.5531914893618,4,3,495.98828833595655,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3885,apartment,Constitución,Argentina,-34.619767624699996,-58.3822616804,112800.0,,1.0,54.0,49.0,2088.8888888888887,4,3,491.6737407927904,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3886,apartment,Constitución,Argentina,-34.619767624699996,-58.382090018999996,97000.0,,1.0,47.0,41.0,2063.8297872340427,4,3,485.4793387761215,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3897,apartment,Villa Urquiza,Argentina,-34.576889,-58.471735,89300.0,7.0,1.0,48.00010921328814,41.0,1860.4124337133503,0,0,617.3192609469393,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3899,apartment,Villa Crespo,Argentina,-34.594993,-58.432803,167000.0,2.0,2.0,79.84273724936749,71.0,2091.6116575314804,0,2,1037.1684738120998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3911,apartment,Parque Chas,Argentina,-34.588369,-58.483862,83900.0,93.0,1.0,47.25782664572326,36.0,1775.3672979710077,0,0,1275.6619280224056,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3917,apartment,Parque Chas,Argentina,-34.588369,-58.483862,116900.0,93.0,1.0,55.13413108667714,42.0,2120.2837098533373,0,0,1275.6619280224056,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3918,apartment,Parque Chas,Argentina,-34.588369,-58.483862,105900.0,93.0,1.0,55.13413108667714,42.0,1920.770272655846,0,0,1275.6619280224056,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3921,house,Monte Castro,Argentina,-34.619171,-58.51024399999999,400000.0,31.0,5.0,423.8580931263858,354.0,943.7120736555764,0,0,1915.3005581642467,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3922,apartment,Belgrano,Argentina,-34.5627,-58.458290000000005,510000.0,5.0,6.0,206.0,186.0,2475.7281553398057,1,0,360.53607976444,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,apartment,Balvanera,Argentina,-34.6105794,-58.4106059,148000.0,2.0,3.0,85.0,77.0,1741.1764705882354,1,4,733.9953763281244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3945,apartment,Monserrat,Argentina,-34.6129038993,-58.3888381116,60000.0,,2.0,34.0,34.0,1764.7058823529412,1,4,1095.5199221600858,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3950,apartment,Retiro,Argentina,-34.6039698699,-58.3765881307,120000.0,,2.0,58.0,58.0,2068.9655172413795,5,7,436.12243397813336,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3956,store,Congreso,Argentina,-34.6084411029,-58.38434739979999,48000.0,,,16.257922014176614,15.0,2952.4068302298947,3,5,880.7303169549084,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3957,PH,Liniers,Argentina,-34.6464184,-58.5215066,98000.0,,,62.06939938773256,45.0,1578.8778523184612,0,0,1894.8956505272715,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3965,apartment,Recoleta,Argentina,-34.5865612535,-58.4003394754,310000.0,5.0,,74.0,74.0,4189.189189189189,1,4,1021.1499451992818,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3975,apartment,Nuñez,Argentina,-34.54955,-58.466840000000005,297000.0,8.0,3.0,112.0,98.0,2651.785714285714,0,0,439.48511312788804,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4007,apartment,Floresta,Argentina,-34.6346403,-58.4789067,82000.0,,2.0,38.0,38.0,2157.8947368421054,0,0,809.1945352735881,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,apartment,Palermo,Argentina,-34.571149600000005,-58.4232966,279000.0,2.0,3.0,82.0,82.0,3402.439024390244,0,1,1551.2296369320516,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4043,apartment,Villa Devoto,Argentina,-34.607082,-58.519471,180000.0,51.0,4.0,88.56805020001985,77.0,2032.3355836951648,0,0,1063.5492892564641,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4044,apartment,Villa Urquiza,Argentina,-34.578546,-58.48646899999999,130000.0,73.0,3.0,60.878187294902034,52.0,2135.411808013644,1,0,398.63161845257883,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4053,apartment,Flores,Argentina,-34.624808,-58.466974,480000.0,2.0,4.0,204.5274718895014,184.0,2346.8729924913273,0,0,994.2175366492057,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,apartment,Constitución,Argentina,-34.627303999999995,-58.383034,115000.0,77.0,3.0,122.07265326903408,110.0,942.0619354160611,1,3,588.3816325380307,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4151,apartment,Recoleta,Argentina,-34.592476399999995,-58.3951659,77500.0,4.0,2.0,24.0,24.0,3229.1666666666665,0,3,345.26533122267676,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4168,apartment,Villa Luro,Argentina,-34.639514899999995,-58.5071076,140000.0,,2.0,50.0,43.97803362798916,2800.0,0,0,229.88153219595972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,house,Flores,Argentina,-34.632877,-58.45498860000001,235000.0,,5.0,140.0,80.0,1678.5714285714287,0,0,422.55815371555366,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4180,apartment,Balvanera,Argentina,-34.6027805813,-58.3983723762,109000.0,,2.0,50.0,47.0,2180.0,2,3,403.99309872165156,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,apartment,Recoleta,Argentina,-34.5971060961,-58.39255708140001,2649236.0,,5.0,422.0,316.0,6277.810426540284,1,3,662.9419452892764,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
